run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20240511-23:09:54-104022,vector,Network.nodeTx.traTx,BufferSizeVector,,,"0 2.009489212876 4.984855952195 6.462012962548 9.584485499963 10.844007323934 13.850349810658 14.73202738933 16.295237671559 17.956292552621 18.732497614576 19.653328329589 20.218382952209 23.776022027467 23.869437498016 29.173297145901 29.682666971248 30.456430339166 31.495544496367 34.005778284564 36.681316205084 37.885594786384 38.931806893938 40.274899458578 41.073094673003 45.230301210361 48.123692033201 48.241588601945 48.900113395933 49.045971037732 50.717351051025 50.750031992464 51.484829012072 54.344809273574 59.385081159455 61.794335973275 62.036305339139 65.300808151846 68.566235697305 74.718590687932 75.745325364217 78.313708655515 80.896111975343 81.886399110746 83.06234218465 85.488799743034 87.30630204977 87.507701104871 89.548065428429 91.182356427388 92.578070339455 92.825637828255 94.058973281803 98.690046046582 100.964229534732 102.144753201541 102.323867058553 103.180772210918 104.207483734168 104.699132297612 105.029057548861 107.410265270064 109.546729565462 110.521261442555 110.911739027733 112.256274556713 112.488719400381 112.519069111103 113.145902408186 114.684111910691 114.943530293805 116.458724977285 116.861032068605 118.396308832394 119.178000111287 123.782664145331 127.508925544074 129.341147871594 130.297541594503 131.010371186585 132.52956252018 133.448814370966 137.170976069677 139.084748548808 139.252046510048 139.351430974794 144.951772869921 146.710032818003 148.404167428383 150.181123341483 150.481005047112 150.858935776844 151.568382222637 151.789228124123 154.011696427789 154.618035570641 156.115734066275 156.839097362634 157.468077454321 158.819161923965 158.881854974226 159.805573871516 161.414967479782 168.542162433664 173.65087706095 173.823093234 175.515615495364 175.890497925405 177.503328718077 177.784790390758 186.360950951147 188.054939295298 189.450004661099 189.917333514327 190.77343699766 191.778143527246 192.80819312981 193.256636343376 194.819618861889 195.096622791723 195.756624759599 195.943753415267 197.74082269772 199.449738213159","0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
General-0-20240511-23:09:54-104022,vector,Network.nodeTx.traTx,PacketDropVector,,,"0","0"
General-0-20240511-23:09:54-104022,vector,Network.nodeTx.traTx,ReceiveFeedbackVector,,,"0 2.209689212876 5.185055952195 6.662212962548 9.784685499963 11.044207323934 14.050549810658 14.93222738933 16.495437671559 18.156492552621 18.932697614576 19.853528329589 20.418582952209 23.976222027467 24.176222027467 29.373497145901 29.882866971248 30.656630339166 31.695744496367 34.205978284564 36.881516205084 38.085794786384 39.132006893938 40.475099458578 41.273294673003 45.430501210361 48.323892033201 48.523892033201 49.100313395933 49.300313395933 50.917551051025 51.117551051025 51.685029012072 54.545009273574 59.585281159455 61.994535973275 62.236505339139 65.501008151846 68.766435697305 74.918790687932 75.945525364217 78.513908655515 81.096311975343 82.086599110746 83.26254218465 85.688999743034 87.50650204977 87.707901104871 89.748265428429 91.382556427388 92.778270339455 93.025837828255 94.259173281803 98.890246046582 101.164429534732 102.344953201541 102.544953201541 103.380972210918 104.407683734168 104.899332297612 105.229257548861 107.610465270064 109.746929565462 110.721461442555 111.111939027733 112.456474556713 112.688919400381 112.888919400381 113.346102408186 114.884311910691 115.143730293805 116.658924977285 117.061232068605 118.596508832394 119.378200111287 123.982864145331 127.709125544074 129.541347871594 130.497741594503 131.210571186585 132.72976252018 133.649014370966 137.371176069677 139.284948548808 139.484948548808 139.684948548808 145.151972869921 146.910232818003 148.604367428383 150.381323341483 150.681205047112 151.059135776844 151.768582222637 151.989428124123 154.211896427789 154.818235570641 156.315934066275 157.039297362634 157.668277454321 159.019361923965 159.219361923965 160.005773871516 161.615167479782 168.742362433664 173.85107706095 174.05107706095 175.715815495364 176.090697925405 177.703528718077 177.984990390758 186.561150951147 188.255139295298 189.650204661099 190.117533514327 190.97363699766 191.978343527246 193.00839312981 193.456836343376 195.019818861889 195.296822791723 195.956824759599 196.156824759599 197.94102269772 199.649938213159","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20240511-23:09:54-104022,vector,Network.queue0,BufferSizeVector,,,"0 2.109589212876 5.084955952195 6.562112962548 9.684585499963 10.944107323934 13.950449810658 14.83212738933 16.395337671559 18.056392552621 18.832597614576 19.753428329589 20.318482952209 23.876122027467 23.976122027467 29.273397145901 29.782766971248 30.556530339166 31.595644496367 34.105878284564 36.781416205084 37.985694786384 39.031906893938 40.374999458578 41.173194673003 45.330401210361 48.223792033201 48.341688601945 49.000213395933 49.146071037732 50.817451051025 50.917451051025 51.584929012072 54.444909273574 59.485181159455 61.894435973275 62.136405339139 65.400908151846 68.666335697305 74.818690687932 75.845425364217 78.413808655515 80.996211975343 81.986499110746 83.16244218465 85.588899743034 87.40640204977 87.607801104871 89.648165428429 91.282456427388 92.678170339455 92.925737828255 94.159073281803 98.790146046582 101.064329534732 102.244853201541 102.423967058553 103.280872210918 104.307583734168 104.799232297612 105.129157548861 107.510365270064 109.646829565462 110.621361442555 111.011839027733 112.356374556713 112.588819400381 112.688819400381 113.246002408186 114.784211910691 115.043630293805 116.558824977285 116.961132068605 118.496408832394 119.278100111287 123.882764145331 127.609025544074 129.441247871594 130.397641594503 131.110471186585 132.62966252018 133.548914370966 137.271076069677 139.184848548808 139.352146510048 139.452146510048 145.051872869921 146.810132818003 148.504267428383 150.281223341483 150.581105047112 150.959035776844 151.668482222637 151.889328124123 154.111796427789 154.718135570641 156.215834066275 156.939197362634 157.568177454321 158.919261923965 159.019261923965 159.905673871516 161.515067479782 168.642262433664 173.75097706095 173.923193234 175.615715495364 175.990597925405 177.603428718077 177.884890390758 186.461050951147 188.155039295298 189.550104661099 190.017433514327 190.87353699766 191.878243527246 192.90829312981 193.356736343376 194.919718861889 195.196722791723 195.856724759599 196.043853415267 197.84092269772 199.549838213159","0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
General-0-20240511-23:09:54-104022,vector,Network.queue0,PacketDropVector,,,"0","0"
General-0-20240511-23:09:54-104022,vector,Network.queue0,FeedbackVector,,,"0","0"
General-0-20240511-23:09:54-104022,vector,Network.queue1,BufferSizeVector,,,"0 2.209689212876 5.185055952195 6.662212962548 9.784685499963 11.044207323934 14.050549810658 14.93222738933 16.495437671559 18.156492552621 18.932697614576 19.853528329589 20.418582952209 23.976222027467 24.176222027467 29.373497145901 29.882866971248 30.656630339166 31.695744496367 34.205978284564 36.881516205084 38.085794786384 39.132006893938 40.475099458578 41.273294673003 45.430501210361 48.323892033201 48.523892033201 49.100313395933 49.300313395933 50.917551051025 51.117551051025 51.685029012072 54.545009273574 59.585281159455 61.994535973275 62.236505339139 65.501008151846 68.766435697305 74.918790687932 75.945525364217 78.513908655515 81.096311975343 82.086599110746 83.26254218465 85.688999743034 87.50650204977 87.707901104871 89.748265428429 91.382556427388 92.778270339455 93.025837828255 94.259173281803 98.890246046582 101.164429534732 102.344953201541 102.544953201541 103.380972210918 104.407683734168 104.899332297612 105.229257548861 107.610465270064 109.746929565462 110.721461442555 111.111939027733 112.456474556713 112.688919400381 112.888919400381 113.346102408186 114.884311910691 115.143730293805 116.658924977285 117.061232068605 118.596508832394 119.378200111287 123.982864145331 127.709125544074 129.541347871594 130.497741594503 131.210571186585 132.72976252018 133.649014370966 137.371176069677 139.284948548808 139.484948548808 139.684948548808 145.151972869921 146.910232818003 148.604367428383 150.381323341483 150.681205047112 151.059135776844 151.768582222637 151.989428124123 154.211896427789 154.818235570641 156.315934066275 157.039297362634 157.668277454321 159.019361923965 159.219361923965 160.005773871516 161.615167479782 168.742362433664 173.85107706095 174.05107706095 175.715815495364 176.090697925405 177.703528718077 177.984990390758 186.561150951147 188.255139295298 189.650204661099 190.117533514327 190.97363699766 191.978343527246 193.00839312981 193.456836343376 195.019818861889 195.296822791723 195.956824759599 196.156824759599 197.94102269772 199.649938213159","0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
General-0-20240511-23:09:54-104022,vector,Network.queue1,PacketDropVector,,,"0","0"
General-0-20240511-23:09:54-104022,vector,Network.queue1,FeedbackVector,,,"0","0"
General-0-20240511-23:09:54-104022,vector,Network.nodeRx.sink,packetReceived,,,"0 2.409689212876 5.385055952195 6.862212962548 9.984685499963 11.244207323934 14.250549810658 15.13222738933 16.695437671559 18.356492552621 19.132697614576 20.053528329589 20.618582952209 24.176222027467 24.376222027467 29.573497145901 30.082866971248 30.856630339166 31.895744496367 34.405978284564 37.081516205084 38.285794786384 39.332006893938 40.675099458578 41.473294673003 45.630501210361 48.523892033201 48.723892033201 49.300313395933 49.500313395933 51.117551051025 51.317551051025 51.885029012072 54.745009273574 59.785281159455 62.194535973275 62.436505339139 65.701008151846 68.966435697305 75.118790687932 76.145525364217 78.713908655515 81.296311975343 82.286599110746 83.46254218465 85.888999743034 87.70650204977 87.907901104871 89.948265428429 91.582556427388 92.978270339455 93.225837828255 94.459173281803 99.090246046582 101.364429534732 102.544953201541 102.744953201541 103.580972210918 104.607683734168 105.099332297612 105.429257548861 107.810465270064 109.946929565462 110.921461442555 111.311939027733 112.656474556713 112.888919400381 113.088919400381 113.546102408186 115.084311910691 115.343730293805 116.858924977285 117.261232068605 118.796508832394 119.578200111287 124.182864145331 127.909125544074 129.741347871594 130.697741594503 131.410571186585 132.92976252018 133.849014370966 137.571176069677 139.484948548808 139.684948548808 139.884948548808 145.351972869921 147.110232818003 148.804367428383 150.581323341483 150.881205047112 151.259135776844 151.968582222637 152.189428124123 154.411896427789 155.018235570641 156.515934066275 157.239297362634 157.868277454321 159.219361923965 159.419361923965 160.205773871516 161.815167479782 168.942362433664 174.05107706095 174.25107706095 175.915815495364 176.290697925405 177.903528718077 178.184990390758 186.761150951147 188.455139295298 189.850204661099 190.317533514327 191.17363699766 192.178343527246 193.20839312981 193.656836343376 195.219818861889 195.496822791723 196.156824759599 196.356824759599 198.14102269772 199.849938213159","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123"
General-0-20240511-23:09:54-104022,vector,Network.nodeRx.traRx,BufferSizeVector,,,"0 2.209689212876 5.185055952195 6.662212962548 9.784685499963 11.044207323934 14.050549810658 14.93222738933 16.495437671559 18.156492552621 18.932697614576 19.853528329589 20.418582952209 23.976222027467 24.077017901972 29.373497145901 29.882866971248 30.656630339166 31.695744496367 34.205978284564 36.881516205084 38.085794786384 39.132006893938 40.475099458578 41.273294673003 45.430501210361 48.323892033201 48.441788601945 49.100313395933 49.246171037732 50.917551051025 51.01834692553 51.685029012072 54.545009273574 59.585281159455 61.994535973275 62.236505339139 65.501008151846 68.766435697305 74.918790687932 75.945525364217 78.513908655515 81.096311975343 82.086599110746 83.26254218465 85.688999743034 87.50650204977 87.707901104871 89.748265428429 91.382556427388 92.778270339455 93.025837828255 94.259173281803 98.890246046582 101.164429534732 102.344953201541 102.524067058553 103.380972210918 104.407683734168 104.899332297612 105.229257548861 107.610465270064 109.746929565462 110.721461442555 111.111939027733 112.456474556713 112.688919400381 112.789715274886 113.346102408186 114.884311910691 115.143730293805 116.658924977285 117.061232068605 118.596508832394 119.378200111287 123.982864145331 127.709125544074 129.541347871594 130.497741594503 131.210571186585 132.72976252018 133.649014370966 137.371176069677 139.284948548808 139.452246510048 139.553042384553 145.151972869921 146.910232818003 148.604367428383 150.381323341483 150.681205047112 151.059135776844 151.768582222637 151.989428124123 154.211896427789 154.818235570641 156.315934066275 157.039297362634 157.668277454321 159.019361923965 159.12015779847 160.005773871516 161.615167479782 168.742362433664 173.85107706095 174.023293234 175.715815495364 176.090697925405 177.703528718077 177.984990390758 186.561150951147 188.255139295298 189.650204661099 190.117533514327 190.97363699766 191.978343527246 193.00839312981 193.456836343376 195.019818861889 195.296822791723 195.956824759599 196.143953415267 197.94102269772 199.649938213159","0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
General-0-20240511-23:09:54-104022,vector,Network.nodeRx.traRx,PacketDropVector,,,"0","0"
General-0-20240511-23:09:54-104022,vector,Network.nodeRx.traRx,SendFeedbackPktVector,,,"0 2.209689212876 5.185055952195 6.662212962548 9.784685499963 11.044207323934 14.050549810658 14.93222738933 16.495437671559 18.156492552621 18.932697614576 19.853528329589 20.418582952209 23.976222027467 24.176222027467 29.373497145901 29.882866971248 30.656630339166 31.695744496367 34.205978284564 36.881516205084 38.085794786384 39.132006893938 40.475099458578 41.273294673003 45.430501210361 48.323892033201 48.523892033201 49.100313395933 49.300313395933 50.917551051025 51.117551051025 51.685029012072 54.545009273574 59.585281159455 61.994535973275 62.236505339139 65.501008151846 68.766435697305 74.918790687932 75.945525364217 78.513908655515 81.096311975343 82.086599110746 83.26254218465 85.688999743034 87.50650204977 87.707901104871 89.748265428429 91.382556427388 92.778270339455 93.025837828255 94.259173281803 98.890246046582 101.164429534732 102.344953201541 102.544953201541 103.380972210918 104.407683734168 104.899332297612 105.229257548861 107.610465270064 109.746929565462 110.721461442555 111.111939027733 112.456474556713 112.688919400381 112.888919400381 113.346102408186 114.884311910691 115.143730293805 116.658924977285 117.061232068605 118.596508832394 119.378200111287 123.982864145331 127.709125544074 129.541347871594 130.497741594503 131.210571186585 132.72976252018 133.649014370966 137.371176069677 139.284948548808 139.484948548808 139.684948548808 145.151972869921 146.910232818003 148.604367428383 150.381323341483 150.681205047112 151.059135776844 151.768582222637 151.989428124123 154.211896427789 154.818235570641 156.315934066275 157.039297362634 157.668277454321 159.019361923965 159.219361923965 160.005773871516 161.615167479782 168.742362433664 173.85107706095 174.05107706095 175.715815495364 176.090697925405 177.703528718077 177.984990390758 186.561150951147 188.255139295298 189.650204661099 190.117533514327 190.97363699766 191.978343527246 193.00839312981 193.456836343376 195.019818861889 195.296822791723 195.956824759599 196.156824759599 197.94102269772 199.649938213159","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
General-0-20240511-23:09:54-104022,vector,Network.nodeRx.sink,Delay,,,"2.409689212876 5.385055952195 6.862212962548 9.984685499963 11.244207323934 14.250549810658 15.13222738933 16.695437671559 18.356492552621 19.132697614576 20.053528329589 20.618582952209 24.176222027467 24.376222027467 29.573497145901 30.082866971248 30.856630339166 31.895744496367 34.405978284564 37.081516205084 38.285794786384 39.332006893938 40.675099458578 41.473294673003 45.630501210361 48.523892033201 48.723892033201 49.300313395933 49.500313395933 51.117551051025 51.317551051025 51.885029012072 54.745009273574 59.785281159455 62.194535973275 62.436505339139 65.701008151846 68.966435697305 75.118790687932 76.145525364217 78.713908655515 81.296311975343 82.286599110746 83.46254218465 85.888999743034 87.70650204977 87.907901104871 89.948265428429 91.582556427388 92.978270339455 93.225837828255 94.459173281803 99.090246046582 101.364429534732 102.544953201541 102.744953201541 103.580972210918 104.607683734168 105.099332297612 105.429257548861 107.810465270064 109.946929565462 110.921461442555 111.311939027733 112.656474556713 112.888919400381 113.088919400381 113.546102408186 115.084311910691 115.343730293805 116.858924977285 117.261232068605 118.796508832394 119.578200111287 124.182864145331 127.909125544074 129.741347871594 130.697741594503 131.410571186585 132.92976252018 133.849014370966 137.571176069677 139.484948548808 139.684948548808 139.884948548808 145.351972869921 147.110232818003 148.804367428383 150.581323341483 150.881205047112 151.259135776844 151.968582222637 152.189428124123 154.411896427789 155.018235570641 156.515934066275 157.239297362634 157.868277454321 159.219361923965 159.419361923965 160.205773871516 161.815167479782 168.942362433664 174.05107706095 174.25107706095 175.915815495364 176.290697925405 177.903528718077 178.184990390758 186.761150951147 188.455139295298 189.850204661099 190.317533514327 191.17363699766 192.178343527246 193.20839312981 193.656836343376 195.219818861889 195.496822791723 196.156824759599 196.356824759599 198.14102269772 199.849938213159","0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.506784529451 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.482303431256 0.4002 0.454342358201 0.4002 0.567519058561 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.421086142988 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.569850289278 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.43290203876 0.533517574014 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.537506949739 0.4002 0.4002 0.4002 0.4002 0.42798382695 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.4002 0.413071344332 0.4002 0.4002"
